method,K,integrator,T,h,seed,environment,score,status,source_csv
E-MART-2,2,Exp,10,5,0,halfcheetah-medium-replay-v2,50.0,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,10,5,0,halfcheetah-expert-v2,9.1363,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,10,5,0,walker2d-medium-v2,2.3012,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,10,5,0,walker2d-medium-replay-v2,78.5048,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,10,5,0,walker2d-expert-v2,9.4333,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,10,5,1,hopper-medium-v2,67.1262,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,10,5,1,hopper-medium-replay-v2,99.0671,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,10,5,1,hopper-expert-v2,1.8199,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,10,5,1,halfcheetah-medium-v2,55.5465,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,10,5,1,halfcheetah-medium-replay-v2,47.8335,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,10,5,1,halfcheetah-expert-v2,2.4598,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,10,5,1,walker2d-medium-v2,2.3738,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,10,5,1,walker2d-medium-replay-v2,88.9754,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,10,5,1,walker2d-expert-v2,-0.2521,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,10,5,2,hopper-medium-v2,53.9839,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,10,5,2,hopper-medium-replay-v2,100.2608,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,10,5,2,hopper-expert-v2,3.9663,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,10,5,2,halfcheetah-medium-v2,54.1077,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,10,5,2,halfcheetah-medium-replay-v2,49.8103,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,10,5,2,halfcheetah-expert-v2,10.0045,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,10,5,2,walker2d-medium-v2,2.3283,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,10,5,2,walker2d-medium-replay-v2,22.3357,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,10,5,2,walker2d-expert-v2,-0.2508,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,10,5,3,hopper-medium-v2,94.6767,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,10,5,3,hopper-medium-replay-v2,100.1281,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,10,5,3,hopper-expert-v2,5.4229,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,10,5,3,halfcheetah-medium-v2,57.7308,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,10,5,3,halfcheetah-medium-replay-v2,50.3703,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,10,5,3,halfcheetah-expert-v2,26.3547,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,10,5,3,walker2d-medium-v2,2.4618,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,10,5,3,walker2d-medium-replay-v2,7.895,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,10,5,3,walker2d-expert-v2,-0.244,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,12,6,0,hopper-medium-v2,0.5812,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,12,6,0,hopper-medium-replay-v2,100.2533,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,12,6,0,hopper-expert-v2,1.8196,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,12,6,0,halfcheetah-medium-v2,55.1786,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,12,6,0,halfcheetah-medium-replay-v2,46.2259,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,12,6,0,halfcheetah-expert-v2,5.2508,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,12,6,0,walker2d-medium-v2,2.3019,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,12,6,0,walker2d-medium-replay-v2,21.5189,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,12,6,0,walker2d-expert-v2,3.0569,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,12,6,1,hopper-medium-v2,0.7329,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,12,6,1,hopper-medium-replay-v2,99.2866,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,12,6,1,hopper-expert-v2,1.8229,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,12,6,1,halfcheetah-medium-v2,55.0657,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,12,6,1,halfcheetah-medium-replay-v2,46.0333,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,12,6,1,halfcheetah-expert-v2,4.0991,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,12,6,1,walker2d-medium-v2,2.3543,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,12,6,1,walker2d-medium-replay-v2,42.346,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,12,6,1,walker2d-expert-v2,-0.2713,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,12,6,2,hopper-medium-v2,0.7795,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,12,6,2,hopper-medium-replay-v2,30.8042,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,12,6,2,hopper-expert-v2,3.1957,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,12,6,2,halfcheetah-medium-v2,53.2367,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,12,6,2,halfcheetah-medium-replay-v2,41.9894,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,12,6,2,halfcheetah-expert-v2,8.6067,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,12,6,2,walker2d-medium-v2,2.3272,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,12,6,2,walker2d-medium-replay-v2,83.9801,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,12,6,2,walker2d-expert-v2,-0.2627,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,12,6,3,hopper-medium-v2,1.8137,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,12,6,3,hopper-medium-replay-v2,100.5032,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,12,6,3,hopper-expert-v2,1.8137,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,12,6,3,halfcheetah-medium-v2,55.5225,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,12,6,3,halfcheetah-medium-replay-v2,41.478,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,12,6,3,halfcheetah-expert-v2,16.5614,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,12,6,3,walker2d-medium-v2,2.4632,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,12,6,3,walker2d-medium-replay-v2,4.7048,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,12,6,3,walker2d-expert-v2,-0.2424,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,14,7,0,hopper-medium-v2,0.7429,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,14,7,0,hopper-medium-replay-v2,100.1907,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,14,7,0,hopper-expert-v2,1.8196,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,14,7,0,halfcheetah-medium-v2,53.8984,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,14,7,0,halfcheetah-medium-replay-v2,41.6374,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,14,7,0,halfcheetah-expert-v2,4.5366,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,14,7,0,walker2d-medium-v2,2.3019,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,14,7,0,walker2d-medium-replay-v2,8.8133,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,14,7,0,walker2d-expert-v2,9.2557,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,14,7,1,hopper-medium-v2,0.5807,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,14,7,1,hopper-medium-replay-v2,99.3824,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,14,7,1,hopper-expert-v2,1.8184,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,14,7,1,halfcheetah-medium-v2,52.5757,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,14,7,1,halfcheetah-medium-replay-v2,48.6031,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,14,7,1,halfcheetah-expert-v2,1.1478,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,14,7,1,walker2d-medium-v2,2.3684,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,14,7,1,walker2d-medium-replay-v2,22.3575,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,14,7,1,walker2d-expert-v2,-0.2713,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,14,7,2,hopper-medium-v2,0.7981,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,14,7,2,hopper-medium-replay-v2,101.1627,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,14,7,2,hopper-expert-v2,4.2203,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,14,7,2,halfcheetah-medium-v2,53.4726,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,14,7,2,halfcheetah-medium-replay-v2,48.4769,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,14,7,2,halfcheetah-expert-v2,3.3331,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,14,7,2,walker2d-medium-v2,2.3272,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,14,7,2,walker2d-medium-replay-v2,22.3585,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,14,7,2,walker2d-expert-v2,11.5394,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,14,7,3,hopper-medium-v2,31.9841,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,14,7,3,hopper-medium-replay-v2,99.7664,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,14,7,3,hopper-expert-v2,1.8137,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,14,7,3,halfcheetah-medium-v2,51.9511,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,14,7,3,halfcheetah-medium-replay-v2,46.3753,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,14,7,3,halfcheetah-expert-v2,9.564,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,14,7,3,walker2d-medium-v2,2.4618,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,14,7,3,walker2d-medium-replay-v2,45.3972,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,14,7,3,walker2d-expert-v2,-0.2679,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,17,8.5,0,hopper-medium-v2,0.5812,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,17,8.5,0,hopper-medium-replay-v2,96.8529,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,17,8.5,0,hopper-expert-v2,1.8196,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,17,8.5,0,halfcheetah-medium-v2,49.498,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,17,8.5,0,halfcheetah-medium-replay-v2,44.7551,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,17,8.5,0,halfcheetah-expert-v2,1.5568,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,17,8.5,0,walker2d-medium-v2,2.3019,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,17,8.5,0,walker2d-medium-replay-v2,21.9594,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,17,8.5,0,walker2d-expert-v2,12.3964,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,17,8.5,1,hopper-medium-v2,0.7899,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,17,8.5,1,hopper-medium-replay-v2,20.1887,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,17,8.5,1,hopper-expert-v2,1.8199,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,17,8.5,1,halfcheetah-medium-v2,52.6538,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,17,8.5,1,halfcheetah-medium-replay-v2,47.3388,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,17,8.5,1,halfcheetah-expert-v2,2.6362,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,17,8.5,1,walker2d-medium-v2,2.3684,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,17,8.5,1,walker2d-medium-replay-v2,80.0613,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,17,8.5,1,walker2d-expert-v2,-0.2713,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,17,8.5,2,hopper-medium-v2,0.5801,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,17,8.5,2,hopper-medium-replay-v2,101.4555,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,17,8.5,2,hopper-expert-v2,2.2428,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,17,8.5,2,halfcheetah-medium-v2,48.5667,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,17,8.5,2,halfcheetah-medium-replay-v2,40.1331,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,17,8.5,2,halfcheetah-expert-v2,3.1705,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,17,8.5,2,walker2d-medium-v2,2.3272,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,17,8.5,2,walker2d-medium-replay-v2,69.3019,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,17,8.5,2,walker2d-expert-v2,-0.2683,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,17,8.5,3,hopper-medium-v2,0.581,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,17,8.5,3,hopper-medium-replay-v2,100.3399,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,17,8.5,3,hopper-expert-v2,1.8137,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,17,8.5,3,halfcheetah-medium-v2,54.1962,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,17,8.5,3,halfcheetah-medium-replay-v2,45.7041,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,17,8.5,3,halfcheetah-expert-v2,2.5016,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,17,8.5,3,walker2d-medium-v2,2.4618,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,17,8.5,3,walker2d-medium-replay-v2,75.8897,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,17,8.5,3,walker2d-expert-v2,-0.2679,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,20,10,0,hopper-medium-v2,0.7327,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,20,10,0,hopper-medium-replay-v2,52.638,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,20,10,0,hopper-expert-v2,1.8196,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,20,10,0,halfcheetah-medium-v2,48.2073,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,20,10,0,halfcheetah-medium-replay-v2,41.9908,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,20,10,0,halfcheetah-expert-v2,1.3813,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,20,10,0,walker2d-medium-v2,2.3019,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,20,10,0,walker2d-medium-replay-v2,13.2544,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,20,10,0,walker2d-expert-v2,0.778,available,K=2/Exp/seed0.csv
E-MART-2,2,Exp,20,10,1,hopper-medium-v2,1.8199,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,20,10,1,hopper-medium-replay-v2,101.8985,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,20,10,1,hopper-expert-v2,1.8199,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,20,10,1,halfcheetah-medium-v2,52.0721,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,20,10,1,halfcheetah-medium-replay-v2,35.9376,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,20,10,1,halfcheetah-expert-v2,12.2412,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,20,10,1,walker2d-medium-v2,2.3684,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,20,10,1,walker2d-medium-replay-v2,0.4106,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,20,10,1,walker2d-expert-v2,-0.2713,available,K=2/Exp/seed1.csv
E-MART-2,2,Exp,20,10,2,hopper-medium-v2,0.7779,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,20,10,2,hopper-medium-replay-v2,100.2479,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,20,10,2,hopper-expert-v2,1.82,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,20,10,2,halfcheetah-medium-v2,47.0659,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,20,10,2,halfcheetah-medium-replay-v2,39.0652,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,20,10,2,halfcheetah-expert-v2,4.2332,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,20,10,2,walker2d-medium-v2,2.3317,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,20,10,2,walker2d-medium-replay-v2,1.1776,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,20,10,2,walker2d-expert-v2,-0.2683,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,20,10,3,hopper-medium-v2,0.581,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,20,10,3,hopper-medium-replay-v2,100.4911,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,20,10,3,hopper-expert-v2,1.8137,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,20,10,3,halfcheetah-medium-v2,50.8668,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,20,10,3,halfcheetah-medium-replay-v2,41.46,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,20,10,3,halfcheetah-expert-v2,-0.0633,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,20,10,3,walker2d-medium-v2,2.4618,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,20,10,3,walker2d-medium-replay-v2,82.5729,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,20,10,3,walker2d-expert-v2,-0.2679,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,24,12,0,hopper-medium-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,24,12,0,hopper-medium-replay-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,24,12,0,hopper-expert-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,24,12,0,halfcheetah-medium-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,24,12,0,halfcheetah-medium-replay-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,24,12,0,halfcheetah-expert-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,24,12,0,walker2d-medium-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,24,12,0,walker2d-medium-replay-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,24,12,0,walker2d-expert-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,24,12,1,hopper-medium-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,24,12,1,hopper-medium-replay-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,24,12,1,hopper-expert-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,24,12,1,halfcheetah-medium-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,24,12,1,halfcheetah-medium-replay-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,24,12,1,halfcheetah-expert-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,24,12,1,walker2d-medium-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,24,12,1,walker2d-medium-replay-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,24,12,1,walker2d-expert-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,24,12,2,hopper-medium-v2,0.8041,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,24,12,2,hopper-medium-replay-v2,98.804,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,24,12,2,hopper-expert-v2,1.82,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,24,12,2,halfcheetah-medium-v2,48.6573,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,24,12,2,halfcheetah-medium-replay-v2,32.4234,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,24,12,2,halfcheetah-expert-v2,1.4187,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,24,12,2,walker2d-medium-v2,2.3272,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,24,12,2,walker2d-medium-replay-v2,76.7121,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,24,12,2,walker2d-expert-v2,-0.2683,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,24,12,3,hopper-medium-v2,0.7426,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,24,12,3,hopper-medium-replay-v2,71.1997,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,24,12,3,hopper-expert-v2,1.8137,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,24,12,3,halfcheetah-medium-v2,48.7094,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,24,12,3,halfcheetah-medium-replay-v2,35.1983,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,24,12,3,halfcheetah-expert-v2,-0.2987,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,24,12,3,walker2d-medium-v2,2.4618,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,24,12,3,walker2d-medium-replay-v2,0.3028,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,24,12,3,walker2d-expert-v2,-0.2679,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,28,14,0,hopper-medium-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,28,14,0,hopper-medium-replay-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,28,14,0,hopper-expert-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,28,14,0,halfcheetah-medium-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,28,14,0,halfcheetah-medium-replay-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,28,14,0,halfcheetah-expert-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,28,14,0,walker2d-medium-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,28,14,0,walker2d-medium-replay-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,28,14,0,walker2d-expert-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,28,14,1,hopper-medium-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,28,14,1,hopper-medium-replay-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,28,14,1,hopper-expert-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,28,14,1,halfcheetah-medium-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,28,14,1,halfcheetah-medium-replay-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,28,14,1,halfcheetah-expert-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,28,14,1,walker2d-medium-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,28,14,1,walker2d-medium-replay-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,28,14,1,walker2d-expert-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,28,14,2,hopper-medium-v2,0.7325,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,28,14,2,hopper-medium-replay-v2,1.56,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,28,14,2,hopper-expert-v2,1.82,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,28,14,2,halfcheetah-medium-v2,49.1962,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,28,14,2,halfcheetah-medium-replay-v2,27.4158,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,28,14,2,halfcheetah-expert-v2,1.5109,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,28,14,2,walker2d-medium-v2,2.3272,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,28,14,2,walker2d-medium-replay-v2,63.7354,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,28,14,2,walker2d-expert-v2,-0.2683,available,K=2/Exp/seed2.csv
E-MART-2,2,Exp,28,14,3,hopper-medium-v2,0.7331,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,28,14,3,hopper-medium-replay-v2,25.4242,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,28,14,3,hopper-expert-v2,1.8137,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,28,14,3,halfcheetah-medium-v2,42.5333,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,28,14,3,halfcheetah-medium-replay-v2,33.8108,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,28,14,3,halfcheetah-expert-v2,0.87,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,28,14,3,walker2d-medium-v2,2.4618,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,28,14,3,walker2d-medium-replay-v2,1.4616,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,28,14,3,walker2d-expert-v2,2.4618,available,K=2/Exp/seed3.csv
E-MART-2,2,Exp,34,17,0,hopper-medium-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,34,17,0,hopper-medium-replay-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,34,17,0,hopper-expert-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,34,17,0,halfcheetah-medium-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,34,17,0,halfcheetah-medium-replay-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,34,17,0,halfcheetah-expert-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,34,17,0,walker2d-medium-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,34,17,0,walker2d-medium-replay-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,34,17,0,walker2d-expert-v2,,missing,K=2/Exp/seed0.csv
E-MART-2,2,Exp,34,17,1,hopper-medium-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,34,17,1,hopper-medium-replay-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,34,17,1,hopper-expert-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,34,17,1,halfcheetah-medium-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,34,17,1,halfcheetah-medium-replay-v2,,missing,K=2/Exp/seed1.csv
E-MART-2,2,Exp,34,17,1,halfcheetah-expert-v2,,missing,K=2/Exp/seed1.csv
